Date,Production (kWh),maxtempC,mintempC,sunHour,cloudcover,tempC,FeelsLikeC,humidity,windSpeedKmph,precipMM,weatherDesc
2018-05-04 14:15:00,200.0,21,15,15.0,2,21,21,60,20,0.0,Sunny
2018-05-04 14:30:00,240.0,21,15,15.0,2,21,21,60,20,0.0,Sunny
2018-05-04 14:45:00,220.0,21,15,15.0,2,21,21,60,20,0.0,Sunny
2018-05-04 15:00:00,200.0,21,15,15.0,2,20,20,61,21,0.0,Sunny
2018-05-04 15:15:00,200.0,21,15,15.0,2,20,20,61,21,0.0,Sunny
2018-05-04 15:30:00,190.0,21,15,15.0,2,20,20,61,21,0.0,Sunny
2018-05-04 15:45:00,180.0,21,15,15.0,2,20,20,61,21,0.0,Sunny
2018-05-04 16:00:00,170.0,21,15,15.0,3,19,19,66,24,0.0,Sunny
2018-05-04 16:15:00,170.0,21,15,15.0,3,19,19,66,24,0.0,Sunny
2018-05-04 16:30:00,170.0,21,15,15.0,3,19,19,66,24,0.0,Sunny
2018-05-04 16:45:00,140.0,21,15,15.0,3,19,19,66,24,0.0,Sunny
2018-05-04 17:00:00,90.0,21,15,15.0,3,18,18,70,23,0.0,Sunny
2018-05-04 17:15:00,90.0,21,15,15.0,3,18,18,70,23,0.0,Sunny
2018-05-04 17:30:00,40.0,21,15,15.0,3,18,18,70,23,0.0,Sunny
2018-05-04 17:45:00,110.0,21,15,15.0,3,18,18,70,23,0.0,Sunny
2018-05-04 18:00:00,20.0,21,15,15.0,3,18,18,75,22,0.0,Clear
2018-05-04 18:15:00,0.0,21,15,15.0,3,18,18,75,22,0.0,Clear
2018-05-04 18:30:00,10.0,21,15,15.0,3,18,18,75,22,0.0,Clear
2018-05-04 18:45:00,10.0,21,15,15.0,3,18,18,75,22,0.0,Clear
2018-05-04 19:00:00,20.0,21,15,15.0,3,17,17,77,21,0.0,Clear
2018-05-04 19:15:00,10.0,21,15,15.0,3,17,17,77,21,0.0,Clear
2018-05-04 19:30:00,0.0,21,15,15.0,3,17,17,77,21,0.0,Clear
2018-05-04 19:45:00,0.0,21,15,15.0,3,17,17,77,21,0.0,Clear
2018-05-04 20:00:00,0.0,21,15,15.0,3,17,17,78,19,0.0,Clear
2018-05-04 20:15:00,0.0,21,15,15.0,3,17,17,78,19,0.0,Clear
2018-05-04 20:30:00,0.0,21,15,15.0,3,17,17,78,19,0.0,Clear
2018-05-04 20:45:00,0.0,21,15,15.0,3,17,17,78,19,0.0,Clear
2018-05-04 21:00:00,0.0,21,15,15.0,4,16,16,80,18,0.0,Clear
2018-05-04 21:15:00,0.0,21,15,15.0,4,16,16,80,18,0.0,Clear
2018-05-04 21:30:00,0.0,21,15,15.0,4,16,16,80,18,0.0,Clear
2018-05-04 21:45:00,0.0,21,15,15.0,4,16,16,80,18,0.0,Clear
2018-05-05 04:55:00,0.0,20,14,15.0,9,15,14,83,14,0.0,Clear
2018-05-05 05:00:00,0.0,20,14,15.0,9,15,15,80,13,0.0,Clear
2018-05-05 05:15:00,0.0,20,14,15.0,9,15,15,80,13,0.0,Clear
2018-05-05 05:30:00,0.0,20,14,15.0,9,15,15,80,13,0.0,Clear
2018-05-05 05:45:00,0.0,20,14,15.0,9,15,15,80,13,0.0,Clear
2018-05-05 06:00:00,0.0,20,14,15.0,9,16,15,77,12,0.0,Sunny
2018-05-05 06:15:00,0.0,20,14,15.0,9,16,15,77,12,0.0,Sunny
2018-05-05 06:30:00,0.0,20,14,15.0,9,16,15,77,12,0.0,Sunny
2018-05-05 06:45:00,0.0,20,14,15.0,9,16,15,77,12,0.0,Sunny
2018-05-05 07:00:00,0.0,20,14,15.0,9,16,16,73,13,0.0,Sunny
2018-05-05 07:15:00,0.0,20,14,15.0,9,16,16,73,13,0.0,Sunny
2018-05-05 07:30:00,0.0,20,14,15.0,9,16,16,73,13,0.0,Sunny
2018-05-05 07:45:00,10.0,20,14,15.0,9,16,16,73,13,0.0,Sunny
2018-05-05 08:00:00,30.0,20,14,15.0,8,17,17,69,14,0.0,Sunny
2018-05-05 08:15:00,20.0,20,14,15.0,8,17,17,69,14,0.0,Sunny
2018-05-05 08:30:00,0.0,20,14,15.0,8,17,17,69,14,0.0,Sunny
2018-05-05 08:45:00,10.0,20,14,15.0,8,17,17,69,14,0.0,Sunny
2018-05-05 09:00:00,0.0,20,14,15.0,7,17,17,65,15,0.0,Sunny
2018-05-05 09:15:00,20.0,20,14,15.0,7,17,17,65,15,0.0,Sunny
2018-05-05 09:30:00,0.0,20,14,15.0,7,17,17,65,15,0.0,Sunny
2018-05-05 09:45:00,30.0,20,14,15.0,7,17,17,65,15,0.0,Sunny
2018-05-05 10:00:00,50.0,20,14,15.0,9,18,18,64,16,0.0,Sunny
2018-05-05 10:15:00,30.0,20,14,15.0,9,18,18,64,16,0.0,Sunny
2018-05-05 10:30:00,30.0,20,14,15.0,9,18,18,64,16,0.0,Sunny
2018-05-05 10:45:00,20.0,20,14,15.0,9,18,18,64,16,0.0,Sunny
2018-05-05 11:00:00,10.0,20,14,15.0,10,19,19,62,17,0.0,Sunny
2018-05-05 11:15:00,70.0,20,14,15.0,10,19,19,62,17,0.0,Sunny
2018-05-05 11:30:00,60.0,20,14,15.0,10,19,19,62,17,0.0,Sunny
2018-05-05 11:45:00,40.0,20,14,15.0,10,19,19,62,17,0.0,Sunny
2018-05-05 12:00:00,40.0,20,14,15.0,11,19,19,61,17,0.0,Sunny
2018-05-05 12:15:00,70.0,20,14,15.0,11,19,19,61,17,0.0,Sunny
2018-05-05 12:30:00,40.0,20,14,15.0,11,19,19,61,17,0.0,Sunny
2018-05-05 12:45:00,80.0,20,14,15.0,11,19,19,61,17,0.0,Sunny
2018-05-05 13:00:00,90.0,20,14,15.0,10,19,19,63,19,0.0,Sunny
2018-05-05 13:15:00,90.0,20,14,15.0,10,19,19,63,19,0.0,Sunny
